"";"value";"lower";"count"
"3216";"rue Guersant";"rue guersant";0
"3217";"villa Guibert";"villa guibert";0
"3218";"rue Guichard";"rue guichard";0
"3219";"rue du Guignier";"rue du guignier";0
"3220";"place du Guignier";"place du guignier";0
"3221";"villa des Guignières";"villa des guignières";0
"3222";"passage Guilhem";"passage guilhem";0
"3223";"rue Guillaume Apollinaire";"rue guillaume apollinaire";0
"3224";"rue Guillaume Bertrand";"rue guillaume bertrand";0
"3225";"rue Guillaume Tell";"rue guillaume tell";0
"3226";"rue Guillaumot";"rue guillaumot";0
"3227";"rue Guilleminot";"rue guilleminot";0
"3228";"rue des Guillemites";"rue des guillemites";0
"3229";"rue Guisarde";"rue guisarde";0
"3230";"villa Guizot";"villa guizot";0
"3231";"rue Gustave Charpentier";"rue gustave charpentier";0
"3232";"rue Gustave Courbet";"rue gustave courbet";0
"3233";"rue Gustave Doré";"rue gustave doré";0
"3234";"avenue Gustave Eiffel";"avenue gustave eiffel";0
"3235";"rue Gustave Flaubert";"rue gustave flaubert";0
"3236";"rue Gustave Geffroy";"rue gustave geffroy";0
"3237";"rue Gustave Goublier";"rue gustave goublier";0
"3238";"rue Gustave Larroumet";"rue gustave larroumet";0
"3239";"rue Gustave Le Bon";"rue gustave le bon";0
"3240";"passage Gustave Lepeu";"passage gustave lepeu";0
"3241";"rue Gustave Nadaud";"rue gustave nadaud";0
"3242";"rue Gustave Rouanet";"rue gustave rouanet";0
"3243";"place Gustave Toudouze";"place gustave toudouze";0
"3244";"avenue Gustave V de Suède";"avenue gustave v de suède";0
"3245";"rue Gustave Zédé";"rue gustave zédé";0
"3246";"rue Gutenberg";"rue gutenberg";0
"3247";"rue Guttin";"rue guttin";0
"3248";"rue Guy De La Brosse";"rue guy de la brosse";0
"3249";"rue Guy De Maupassant";"rue guy de maupassant";0
"3250";"rue Guy Môquet";"rue guy môquet";0
"3251";"rue Guy Patin";"rue guy patin";0
"3252";"boulevard de la Guyane";"boulevard de la guyane";0
"3253";"square de la Guyenne";"square de la guyenne";0
"3254";"rue Guynemer";"rue guynemer";0
"3255";"rue Guyton De Morveau";"rue guyton de morveau";0
"3256";"voie H/12";"voie h/12";0
"3257";"voie H/15";"voie h/15";0
"3258";"voie H/17";"voie h/17";0
"3259";"voie H/19";"voie h/19";0
"3260";"voie H/5";"voie h/5";0
"3261";"voie H/8";"voie h/8";0
"3262";"esplanade Habib Bourguiba";"esplanade habib bourguiba";0
"3263";"rue de la Haie Coq";"rue de la haie coq";0
"3264";"rue des Haies";"rue des haies";0
"3265";"rue du Hainaut";"rue du hainaut";0
"3266";"rue Halévy";"rue halévy";0
"3267";"rue Hallé";"rue hallé";0
"3268";"villa Hallé";"villa hallé";0
"3269";"rue des Halles";"rue des halles";0
"3270";"rue du Hameau";"rue du hameau";0
"3271";"Hameau Boileau";"hameau boileau";0
"3272";"place Hannah Arendt";"place hannah arendt";0
"3273";"rue de Hanovre";"rue de hanovre";0
"3274";"villa Hardy";"villa hardy";0
"3275";"rue de Harlay";"rue de harlay";0
"3276";"rue de l'Harmonie";"rue de l'harmonie";0
"3277";"rue de la Harpe";"rue de la harpe";0
"3278";"rue Harpignies";"rue harpignies";0
"3279";"rue Hassard";"rue hassard";0
"3280";"rue des Haudriettes";"rue des haudriettes";0
"3281";"rue du Haut Pavé";"rue du haut pavé";0
"3282";"impasse Hautefeuille";"impasse hautefeuille";0
"3283";"rue Hautefeuille";"rue hautefeuille";0
"3284";"villa d'Hauterive";"villa d'hauterive";0
"3285";"rue des Hautes Formes";"rue des hautes formes";0
"3286";"villa des Hautes Traverses";"villa des hautes traverses";0
"3287";"cité d'Hauteville";"cité d'hauteville";0
"3288";"rue d'Hautpoul";"rue d'hautpoul";0
"3289";"villa des Hauts de Belleville";"villa des hauts de belleville";0
"3290";"place du Havre";"place du havre";0
"3291";"rue du Havre";"rue du havre";0
"3292";"passage du Havre";"passage du havre";0
"3293";"cour du Havre";"cour du havre";0
"3294";"impasse Haxo";"impasse haxo";0
"3295";"rue Haxo";"rue haxo";0
"3296";"place Hébert";"place hébert";0
"3297";"ruelle des Hébrard";"ruelle des hébrard";0
"3298";"passage Hébrard";"passage hébrard";0
"3299";"rue Hector Guimard";"rue hector guimard";0
"3300";"rue Hector Malot";"rue hector malot";0
"3301";"rue Hégésippe Moreau";"rue hégésippe moreau";0
"3302";"rue du Helder";"rue du helder";0
"3303";"rue Hélène";"rue hélène";0
"3304";"rue Hélène Brion";"rue hélène brion";0
"3305";"rue Hélène Jakubowicz";"rue hélène jakubowicz";0
"3306";"rue d'Héliopolis";"rue d'héliopolis";0
"3307";"passage Hennel";"passage hennel";0
"3308";"rue Henner";"rue henner";0
"3309";"rue Henri Barboux";"rue henri barboux";0
"3310";"rue Henri Becque";"rue henri becque";0
"3311";"place Henri Bergson";"place henri bergson";0
"3312";"rue Henri Bocquillon";"rue henri bocquillon";0
"3313";"rue Henri Brisson";"rue henri brisson";0
"3314";"rue Henri Chevreau";"rue henri chevreau";0
"3315";"rue Henri De Bornier";"rue henri de bornier";0
"3316";"square Henri Delormel";"square henri delormel";0
"3317";"rue Henri Desgrange";"rue henri desgrange";0
"3318";"rue Henri Dubouillon";"rue henri dubouillon";0
"3319";"rue Henri Duchène";"rue henri duchène";0
"3320";"square Henri Duparc";"square henri duparc";0
"3321";"rue Henri Duvernois";"rue henri duvernois";0
"3322";"rue Henri Feulard";"rue henri feulard";0
"3323";"place Henri Fiszbin";"place henri fiszbin";0
"3324";"place Henri Frenay";"place henri frenay";0
"3325";"Passage souterrain Henri Gaillard";"passage souterrain henri gaillard";0
"3326";"rue Henri Heine";"rue henri heine";0
"3327";"rue Henri Huchard";"rue henri huchard";0
"3328";"boulevard Henri IV";"boulevard henri iv";0
"3329";"port Henri IV";"port henri iv";0
"3330";"place Henri Krasucki";"place henri krasucki";0
"3331";"place Henri Langlois";"place henri langlois";0
"3332";"avenue Henri Martin";"avenue henri martin";0
"3333";"place Henri Matisse";"place henri matisse";0
"3334";"rue Henri Michaux";"rue henri michaux";0
"3335";"rue Henri Moissan";"rue henri moissan";0
"3336";"place Henri Mondor";"place henri mondor";0
"3337";"rue Henri Murger";"rue henri murger";0
"3338";"rue Henri Noguères";"rue henri noguères";0
"3339";"rue Henri Pape";"rue henri pape";0
"3340";"rue Henri Poincaré";"rue henri poincaré";0
"3341";"place Henri Queuille";"place henri queuille";0
"3342";"rue Henri Ranvier";"rue henri ranvier";0
"3343";"rue Henri Regnault";"rue henri regnault";0
"3344";"rue Henri Ribière";"rue henri ribière";0
"3345";"rue Henri Robert";"rue henri robert";0
"3346";"rue Henri Rochefort";"rue henri rochefort";0
"3347";"place Henri Rollet";"place henri rollet";0
"3348";"rue Henri Tomasi";"rue henri tomasi";0
"3349";"rue Henri Turot";"rue henri turot";0
"3350";"esplanade Henri De-France";"esplanade henri de-france";0
"3351";"square Henry Bataille";"square henry bataille";0
"3352";"rue Henry De Bournazel";"rue henry de bournazel";0
"3353";"rue Henry de Jouvenel";"rue henry de jouvenel";0
"3354";"rue Henry De La Vaulx";"rue henry de la vaulx";0
"3355";"place Henry de Montherlant";"place henry de montherlant";0
"3356";"allée Henry Dunant";"allée henry dunant";0
"3357";"rue Henry Farman";"rue henry farman";0
"3358";"rue Henry Monnier";"rue henry monnier";0
"3359";"square Henry Paté";"square henry paté";0
"3360";"rue Hérault De Séchelles";"rue hérault de séchelles";0
"3361";"rue Héricart";"rue héricart";0
"3362";"rue Hermann Lachapelle";"rue hermann lachapelle";0
"3363";"rue Hermel";"rue hermel";0
"3364";"cité Hermel";"cité hermel";0
"3365";"rue Herold";"rue herold";0
"3366";"cité Héron";"cité héron";0
"3367";"villa Herran";"villa herran";0
"3368";"rue Herran";"rue herran";0
"3369";"rue Herschel";"rue herschel";0
"3370";"villa Hersent";"villa hersent";0
"3371";"rue de Hesse";"rue de hesse";0
"3372";"porte de l'Hippodrome";"porte de l'hippodrome";0
"3373";"avenue de l'Hippodrome";"avenue de l'hippodrome";0
"3374";"rue Hippolyte Lebas";"rue hippolyte lebas";0
"3375";"rue Hippolyte Maindron";"rue hippolyte maindron";0
"3376";"rue de l'Hirondelle";"rue de l'hirondelle";0
"3377";"rue Hittorf";"rue hittorf";0
"3378";"cité Hittorf";"cité hittorf";0
"3379";"cité Hiver";"cité hiver";0
"3380";"rue Honoré Chevalier";"rue honoré chevalier";0
"3381";"Villa Honoré Gabriel Riqueti";"villa honoré gabriel riqueti";0
"3382";"rue de l'Hôpital Saint Louis";"rue de l'hôpital saint louis";0
"3383";"quai de l'Horloge";"quai de l'horloge";0
"3384";"passage de l'Horloge À Automates";"passage de l'horloge à automates";0
"3385";"allée des Hortensias";"allée des hortensias";0
"3386";"rue des Hospitalières Saint Gervais";"rue des hospitalières saint gervais";0
"3387";"rue de l'Hôtel Colbert";"rue de l'hôtel colbert";0
"3388";"impasse de l'Hôtel D'Argenson";"impasse de l'hôtel d'argenson";0
"3389";"port de l'Hôtel de Ville";"port de l'hôtel de ville";0
"3390";"rue de l'Hôtel de Ville";"rue de l'hôtel de ville";0
"3391";"rue de l'Hôtel Saint Paul";"rue de l'hôtel saint paul";0
"3392";"rue Houdart";"rue houdart";0
"3393";"rue Houdart De Lamotte";"rue houdart de lamotte";0
"3394";"rue Houdon";"rue houdon";0
"3395";"villa des Houseaux";"villa des houseaux";0
"3396";"place Hubert Monmarché";"place hubert monmarché";0
"3397";"rue de la Huchette";"rue de la huchette";0
"3398";"place du Huit Février 1962";"place du huit février 1962";0
"3399";"rue du Huit Mai 1945";"rue du huit mai 1945";0
"3400";"place du Huit Novembre 1942";"place du huit novembre 1942";0
"3401";"passage Hulot";"passage hulot";0
"3402";"rue Humblot";"rue humblot";0
"3403";"avenue Hussein 1er de Jordanie";"avenue hussein 1er de jordanie";0
"3404";"passage de la Hutte au Garde";"passage de la hutte au garde";0
"3405";"rue Huygens";"rue huygens";0
"3406";"rue Huysmans";"rue huysmans";0
"3407";"voie I/20";"voie i/20";0
"3408";"avenue Ibsen";"avenue ibsen";0
"3409";"place d'Iéna";"place d'iéna";0
"3410";"avenue d'Iéna";"avenue d'iéna";0
"3411";"place Igor Stravinsky";"place igor stravinsky";0
"3412";"place de l'Île de la Réunion";"place de l'île de la réunion";0
"3413";"place de l'Île de Sein";"place de l'île de sein";0
"3414";"rue des Immeubles Industriels";"rue des immeubles industriels";0
"3415";"boulevard d'Indochine";"boulevard d'indochine";0
"3416";"rue de l'Indre";"rue de l'indre";0
"3417";"cour de l'Industrie";"cour de l'industrie";0
"3418";"rue de l'Industrie";"rue de l'industrie";0
"3419";"passage de l'Industrie";"passage de l'industrie";0
"3420";"cité de l'Industrie";"cité de l'industrie";0
"3421";"villa Industrielle";"villa industrielle";0
"3422";"cité Industrielle";"cité industrielle";0
"3423";"rue de l'Ingénieur Robert Keller";"rue de l'ingénieur robert keller";0
"3424";"avenue Ingres";"avenue ingres";0
"3425";"rue des Innocents";"rue des innocents";0
"3426";"rue de l'Inspecteur Allès";"rue de l'inspecteur allès";0
"3427";"place de l'Institut";"place de l'institut";0
"3428";"place des Insurgés de Varsovie";"place des insurgés de varsovie";0
"3429";"rue Intérieure";"rue intérieure";0
"3430";"rue de l'Interne Loëb";"rue de l'interne loëb";0
"3431";"port des Invalides";"port des invalides";0
"3432";"pont des Invalides";"pont des invalides";0
"3433";"place des Invalides";"place des invalides";0
"3434";"rue Irénée Blanc";"rue irénée blanc";0
"3435";"rue des Iris";"rue des iris";0
"3436";"villa des Iris";"villa des iris";0
"3437";"rue des Irlandais";"rue des irlandais";0
"3438";"rue Isabey";"rue isabey";0
"3439";"rue des Islettes";"rue des islettes";0
"3440";"rue de l'Isly";"rue de l'isly";0
"3441";"place d'Israël";"place d'israël";0
"3442";"quai d'Issy les-Moulineaux";"quai d'issy les-moulineaux";0
"3443";"rue d'Italie";"rue d'italie";0
"3444";"rue des Italiens";"rue des italiens";0
"3445";"avenue d'Ivry";"avenue d'ivry";0
"3446";"quai d'Ivry";"quai d'ivry";0
"3447";"passage J/13";"passage j/13";0
"3448";"voie J/15";"voie j/15";0
"3449";"voie J/20";"voie j/20";0
"3450";"voie J/8";"voie j/8";0
"3451";"place Jacob Kaplan";"place jacob kaplan";0
"3452";"passage des Jacobins";"passage des jacobins";0
"3453";"rue Jacquard";"rue jacquard";0
"3454";"villa Jacquemont";"villa jacquemont";0
"3455";"rue Jacquemont";"rue jacquemont";0
"3456";"place Jacques Bainville";"place jacques bainville";0
"3457";"rue Jacques Baudry";"rue jacques baudry";0
"3458";"rue Jacques Bingen";"rue jacques bingen";0
"3459";"place Jacques Bonsergent";"place jacques bonsergent";0
"3460";"rue Jacques Callot";"rue jacques callot";0
"3461";"rue Jacques Cartier";"rue jacques cartier";0
"3462";"esplanade Jacques Chaban Delmas";"esplanade jacques chaban delmas";0
"3463";"rue Jacques Coeur";"rue jacques coeur";0
"3464";"place Jacques Copeau";"place jacques copeau";0
"3465";"place Jacques Debu Bridel";"place jacques debu bridel";0
"3466";"place Jacques Demy";"place jacques demy";0
"3467";"rue Jacques Destrée";"rue jacques destrée";0
"3468";"rue Jacques Duchesne";"rue jacques duchesne";0
"3469";"place Jacques Et Thérèse Tréfouel";"place jacques et thérèse tréfouel";0
"3470";"place Jacques Froment";"place jacques froment";0
"3471";"rue Jacques Hillairet";"rue jacques hillairet";0
"3472";"rue Jacques Ibert";"rue jacques ibert";0
"3473";"rue Jacques Kablé";"rue jacques kablé";0
"3474";"rue Jacques Kellner";"rue jacques kellner";0
"3475";"rue Jacques Louvel Tessier";"rue jacques louvel tessier";0
"3476";"place Jacques Marette";"place jacques marette";0
"3477";"rue Jacques Mawas";"rue jacques mawas";0
"3478";"rue Jacques Offenbach";"rue jacques offenbach";0
"3479";"rue Jacques Prévert";"rue jacques prévert";0
"3480";"place Jacques Rouché";"place jacques rouché";0
"3481";"place Jacques Rueff";"place jacques rueff";0
"3482";"cour Jacques Viguès";"cour jacques viguès";0
"3483";"rue Jacques Henri Lartigue";"rue jacques henri lartigue";0
"3484";"rue Jacquier";"rue jacquier";0
"3485";"rue Jadin";"rue jadin";0
"3486";"passage Jaillot";"passage jaillot";0
"3487";"villa Jamot";"villa jamot";0
"3488";"cité Jandelle";"cité jandelle";0
"3489";"place Jane Evrard";"place jane evrard";0
"3490";"rue Janssen";"rue janssen";0
"3491";"rue du Japon";"rue du japon";0
"3492";"rue Japy";"rue japy";0
"3493";"galerie du Jardin";"galerie du jardin";0
"3494";"rue du Jardinet";"rue du jardinet";0
"3495";"impasse des Jardiniers";"impasse des jardiniers";0
"3496";"rue des Jardiniers";"rue des jardiniers";0
"3497";"rue des Jardins Saint Paul";"rue des jardins saint paul";0
"3498";"rue de Jarente";"rue de jarente";0
"3499";"rue Jarry";"rue jarry";0
"3500";"rue Jasmin";"rue jasmin";0
"3501";"square Jasmin";"square jasmin";0
"3502";"cour Jasmin";"cour jasmin";0
"3503";"rue Jaucourt";"rue jaucourt";0
"3504";"rue de Javel";"rue de javel";0
"3505";"rue du Javelot";"rue du javelot";0
"3506";"avenue Jean Aicard";"avenue jean aicard";0
"3507";"rue Jean Anouilh";"rue jean anouilh";0
"3508";"rue Jean Antoine de Baïf";"rue jean antoine de baïf";0
"3509";"rue Jean Arp";"rue jean arp";0
"3510";"rue Jean Bart";"rue jean bart";0
"3511";"impasse Jean Beausire";"impasse jean beausire";0
"3512";"passage Jean Beausire";"passage jean beausire";0
"3513";"rue Jean Beausire";"rue jean beausire";0
"3514";"rue Jean Bologne";"rue jean bologne";0
"3515";"rue Jean Bouton";"rue jean bouton";0
"3516";"rue Jean Calvin";"rue jean calvin";0
"3517";"rue Jean Carriès";"rue jean carriès";0
"3518";"rue Jean Cocteau";"rue jean cocteau";0
"3519";"rue Jean Colly";"rue jean colly";0
"3520";"rue Jean Cottin";"rue jean cottin";0
"3521";"rue Jean Daudin";"rue jean daudin";0
"3522";"rue Jean de La Fontaine";"rue jean de la fontaine";0
"3523";"place Jean Delay";"place jean delay";0
"3524";"rue Jean Dolent";"rue jean dolent";0
"3525";"rue Jean Dollfus";"rue jean dollfus";0
"3526";"rue Jean Du Bellay";"rue jean du bellay";0
"3527";"rue Jean Dunand";"rue jean dunand";0
"3528";"square Jean Falck";"square jean falck";0
"3529";"rue Jean Fautrier";"rue jean fautrier";0
"3530";"rue Jean Ferrandi";"rue jean ferrandi";0
"3531";"rue Jean Formigé";"rue jean formigé";0
"3532";"rue Jean Fourastié";"rue jean fourastié";0
"3533";"place Jean Gabin";"place jean gabin";0
"3534";"rue Jean Giono";"rue jean giono";0
"3535";"rue Jean Giraudoux";"rue jean giraudoux";0
"3536";"villa Jean Godard";"villa jean godard";0
"3537";"rue Jean Goujon";"rue jean goujon";0
"3538";"rue Jean Hugues";"rue jean hugues";0
"3539";"rue Jean Lantier";"rue jean lantier";0
"3540";"place Jean Lauprêtre";"place jean lauprêtre";0
"3541";"rue Jean Leclaire";"rue jean leclaire";0
"3542";"place Jean Lorrain";"place jean lorrain";0
"3543";"rue Jean Macé";"rue jean macé";0
"3544";"place Jean Marais";"place jean marais";0
"3545";"rue Jean Maridor";"rue jean maridor";0
"3546";"rue Jean Ménans";"rue jean ménans";0
"3547";"rue Jean Mermoz";"rue jean mermoz";0
"3548";"rue Jean Minjoz";"rue jean minjoz";0
"3549";"rue Jean Moinon";"rue jean moinon";0
"3550";"place Jean Monnet";"place jean monnet";0
"3551";"rue Jean Moréas";"rue jean moréas";0
"3552";"rue Jean Nicot";"rue jean nicot";0
"3553";"passage Jean Nicot";"passage jean nicot";0
"3554";"rue Jean Nohain";"rue jean nohain";0
"3555";"rue Jean Oberlé";"rue jean oberlé";0
"3556";"rue Jean Oestreicher";"rue jean oestreicher";0
"3557";"allée Jean Paulhan";"allée jean paulhan";0
"3558";"rue Jean Pierre Bloch";"rue jean pierre bloch";0
"3559";"rue Jean Poulmarch";"rue jean poulmarch";0
"3560";"place Jean Pronteau";"place jean pronteau";0
"3561";"rue Jean Quarré";"rue jean quarré";0
"3562";"rue Jean Renoir";"rue jean renoir";0
"3563";"rue Jean Rey";"rue jean rey";0
"3564";"rue Jean Richepin";"rue jean richepin";0
"3565";"rue Jean Robert";"rue jean robert";0
"3566";"place Jean Rostand";"place jean rostand";0
"3567";"allée Jean Sablon";"allée jean sablon";0
"3568";"rue Jean Sébastien Bach";"rue jean sébastien bach";0
"3569";"rue Jean Sicard";"rue jean sicard";0
"3570";"square Jean Thébaud";"square jean thébaud";0
"3571";"rue Jean Tison";"rue jean tison";0
"3572";"rue Jean Varenne";"rue jean varenne";0
"3573";"rue Jean Veber";"rue jean veber";0
"3574";"promenade Jean Vigo";"promenade jean vigo";0
"3575";"place Jean Vilar";"place jean vilar";0
"3576";"rue Jean Zay";"rue jean zay";0
"3577";"rue Jean Baptiste Berlier";"rue jean baptiste berlier";0
"3578";"place Jean Baptiste Clément";"place jean baptiste clément";0
"3579";"rue Jean Baptiste Dumas";"rue jean baptiste dumas";0
"3580";"rue Jean Baptiste Dumay";"rue jean baptiste dumay";0
"3581";"villa Jean Baptiste Luquet";"villa jean baptiste luquet";0
"3582";"rue Jean Baptiste Pigalle";"rue jean baptiste pigalle";0
"3583";"rue Jean Baptiste Say";"rue jean baptiste say";0
"3584";"rue Jean Baptiste Sémanaz";"rue jean baptiste sémanaz";0
"3585";"rue Jean Claude Arnould";"rue jean claude arnould";0
"3586";"rue Jean François Gerbillon";"rue jean françois gerbillon";0
"3587";"rue Jean François Lépine";"rue jean françois lépine";0
"3588";"rue Jean Henri Fabre";"rue jean henri fabre";0
"3589";"rue Jean Jacques Rousseau";"rue jean jacques rousseau";0
"3590";"rue Jean Louis Forain";"rue jean louis forain";0
"3591";"rue Jean Marie Jégo";"rue jean marie jégo";0
"3592";"square Jean Paul Laurens";"square jean paul laurens";0
"3593";"place Jean Paul Sartre-Simone de Beauvoir";"place jean paul sartre-simone de beauvoir";0
"3594";"place Jean Pierre Lévy";"place jean pierre lévy";0
"3595";"rue Jeanne Chauvin";"rue jeanne chauvin";0
"3596";"place Jeanne d'Arc";"place jeanne d'arc";0
"3597";"rue Jeanne D'Arc";"rue jeanne d'arc";0
"3598";"rue Jeanne Hachette";"rue jeanne hachette";0
"3599";"rue Jeanne Jugan";"rue jeanne jugan";0
"3600";"rue Jenner";"rue jenner";0
"3601";"rue de Jessaint";"rue de jessaint";0
"3602";"passage du Jeu de Boules";"passage du jeu de boules";0
"3603";"rue des Jeûneurs";"rue des jeûneurs";0
"3604";"place Joachim Du Bellay";"place joachim du bellay";0
"3605";"rue Joanès";"rue joanès";0
"3606";"passage Joanès";"passage joanès";0
"3607";"rue Jobbé Duval";"rue jobbé duval";0
"3608";"villa Jocelyn";"villa jocelyn";0
"3609";"place Joffre";"place joffre";0
"3610";"place Johann Strauss";"place johann strauss";0
"3611";"péristyle de Joinville";"péristyle de joinville";0
"3612";"place de Joinville";"place de joinville";0
"3613";"rue de Joinville";"rue de joinville";0
"3614";"avenue de Joinville";"avenue de joinville";0
"3615";"impasse de Joinville";"impasse de joinville";0
"3616";"rue Jolivet";"rue jolivet";0
"3617";"cité Joly";"cité joly";0
"3618";"rue Jomard";"rue jomard";0
"3619";"rue Jonas";"rue jonas";0
"3620";"rue Jongkind";"rue jongkind";0
"3621";"rue des Jonquilles";"rue des jonquilles";0
"3622";"rue Jonquoy";"rue jonquoy";0
"3623";"place José Marti";"place josé marti";0
"3624";"place José Rizal";"place josé rizal";0
"3625";"rue José Maria de Heredia";"rue josé maria de heredia";0
"3626";"rue Joseph Bara";"rue joseph bara";0
"3627";"avenue Joseph Bédier";"avenue joseph bédier";0
"3628";"avenue Joseph Bouvard";"avenue joseph bouvard";0
"3629";"rue Joseph Chailley";"rue joseph chailley";0
"3630";"rue Joseph De Maistre";"rue joseph de maistre";0
"3631";"place Joseph Epstein";"place joseph epstein";0
"3632";"rue Joseph Et Marie Hackin";"rue joseph et marie hackin";0
"3633";"rue Joseph Granier";"rue joseph granier";0
"3634";"rue Joseph Kessel";"rue joseph kessel";0
"3635";"rue Joseph Kosma";"rue joseph kosma";0
"3636";"rue Joseph Liouville";"rue joseph liouville";0
"3637";"rue Joseph Python";"rue joseph python";0
"3638";"rue Joseph Sansboeuf";"rue joseph sansboeuf";0
"3639";"esplanade Joseph Wresinski";"esplanade joseph wresinski";0
"3640";"rue Joséphine";"rue joséphine";0
"3641";"place Joséphine Baker";"place joséphine baker";0
"3642";"passage Josseaume";"passage josseaume";0
"3643";"passage Josset";"passage josset";0
"3644";"rue Joubert";"rue joubert";0
"3645";"impasse Joudrier";"impasse joudrier";0
"3646";"passage Jouffroy";"passage jouffroy";0
"3647";"porte du Jour";"porte du jour";0
"3648";"rue du Jour";"rue du jour";0
"3649";"rue du Jourdain";"rue du jourdain";0
"3650";"square Jouvenet";"square jouvenet";0
"3651";"rue Jouvenet";"rue jouvenet";0
"3652";"rue de Jouy";"rue de jouy";0
"3653";"rue Jouye Rouve";"rue jouye rouve";0
"3654";"cité Joyeux";"cité joyeux";0
"3655";"rue Juge";"rue juge";0
"3656";"villa Juge";"villa juge";0
"3657";"rue des Juges Consuls";"rue des juges consuls";0
"3658";"rue Juillet";"rue juillet";0
"3659";"rue Jules Bourdais";"rue jules bourdais";0
"3660";"rue Jules Breton";"rue jules breton";0
"3661";"rue Jules César";"rue jules césar";0
"3662";"rue Jules Chaplain";"rue jules chaplain";0
"3663";"square Jules Chéret";"square jules chéret";0
"3664";"rue Jules Claretie";"rue jules claretie";0
"3665";"rue Jules Cloquet";"rue jules cloquet";0
"3666";"rue Jules Cousin";"rue jules cousin";0
"3667";"rue Jules Dumien";"rue jules dumien";0
"3668";"rue Jules Dupré";"rue jules dupré";0
"3669";"rue Jules Guesde";"rue jules guesde";0
"3670";"place Jules Hénaffe";"place jules hénaffe";0
"3671";"promenade Jules Isaac";"promenade jules isaac";0
"3672";"avenue Jules Janin";"avenue jules janin";0
"3673";"place Jules Joffrin";"place jules joffrin";0
"3674";"rue Jules Jouy";"rue jules jouy";0
"3675";"villa Jules Laforgue";"villa jules laforgue";0
"3676";"rue Jules Lefebvre";"rue jules lefebvre";0
"3677";"rue Jules Lemaître";"rue jules lemaître";0
"3678";"rue Jules Pichard";"rue jules pichard";0
"3679";"place Jules Renard";"place jules renard";0
"3680";"place Jules Rimet";"place jules rimet";0
"3681";"rue Jules Romains";"rue jules romains";0
"3682";"boulevard Jules Sandeau";"boulevard jules sandeau";0
"3683";"place Jules Senard";"place jules senard";0
"3684";"rue Jules Siegfried";"rue jules siegfried";0
"3685";"rue Jules Simon";"rue jules simon";0
"3686";"allée Jules Supervielle";"allée jules supervielle";0
"3687";"rue Jules Vallès";"rue jules vallès";0
"3688";"rue Jules Verne";"rue jules verne";0
"3689";"rue Julia Bartet";"rue julia bartet";0
"3690";"rue Julie Daubié";"rue julie daubié";0
"3691";"rue Julien Lacroix";"rue julien lacroix";0
"3692";"passage Julien Lacroix";"passage julien lacroix";0
"3693";"rue de Julienne";"rue de julienne";0
"3694";"rue Juliette Dodu";"rue juliette dodu";0
"3695";"rue Juliette Lamber";"rue juliette lamber";0
"3696";"avenue Junot";"avenue junot";0
"3697";"rue du Jura";"rue du jura";0
"3698";"rue de la Jussienne";"rue de la jussienne";0
"3699";"place Jussieu";"place jussieu";0
"3700";"rue Jussieu";"rue jussieu";0
"3701";"rue Juste Métivier";"rue juste métivier";0
"3702";"allée des Justes de France";"allée des justes de france";0
"3703";"rue de la Justice";"rue de la justice";0
"3704";"place Justin Godart";"place justin godart";0
"3705";"voie K/10";"voie k/10";0
"3706";"voie K/17";"voie k/17";0
"3707";"voie K/8";"voie k/8";0
"3708";"rue de Kabylie";"rue de kabylie";0
"3709";"rue Keller";"rue keller";0
"3710";"rue Kepler";"rue kepler";0
"3711";"rue Keufer";"rue keufer";0
"3712";"place Kossuth";"place kossuth";0
"3713";"passage Kracher";"passage kracher";0
"3714";"rue Küss";"rue küss";0
"3715";"place de Kyoto";"place de kyoto";0
"3716";"rue L'Olive";"rue l'olive";0
"3717";"voie L/10";"voie l/10";0
"3718";"voie L/16";"voie l/16";0
"3719";"rue de La Baume";"rue de la baume";0
"3720";"avenue de La Bourdonnais";"avenue de la bourdonnais";0
"3721";"port de La Bourdonnais";"port de la bourdonnais";0
"3722";"rue La Bruyère";"rue la bruyère";0
"3723";"square La Bruyère";"square la bruyère";0
"3724";"square La Champmeslé";"square la champmeslé";0
"3725";"rue La Condamine";"rue la condamine";0
"3726";"rue La Feuillade";"rue la feuillade";0
"3727";"square La Fontaine";"square la fontaine";0
"3728";"hameau La Fontaine";"hameau la fontaine";0
"3729";"villa La Fresnaye";"villa la fresnaye";0
"3730";"avenue de La Frillière";"avenue de la frillière";0
"3731";"rue de La Jonquière";"rue de la jonquière";0
"3732";"impasse de La Jonquière";"impasse de la jonquière";0
"3733";"rue de La Michodière";"rue de la michodière";0
"3734";"square de La Motte Picquet";"square de la motte picquet";0
"3735";"avenue de La Motte Picquet";"avenue de la motte picquet";0
"3736";"rue La Pérouse";"rue la pérouse";0
"3737";"rue de La Planche";"rue de la planche";0
"3738";"La Porte Jaune";"la porte jaune";0
"3739";"rue La Quintinie";"rue la quintinie";0
"3740";"rue de La Reynie";"rue de la reynie";0
"3741";"square La Rochefoucauld";"square la rochefoucauld";0
"3742";"rue de La Rochefoucauld";"rue de la rochefoucauld";0
"3743";"rue de La Sourdière";"rue de la sourdière";0
"3744";"impasse de La Tour D'Auvergne";"impasse de la tour d'auvergne";0
"3745";"rue de la Tour d'Auvergne";"rue de la tour d'auvergne";0
"3746";"boulevard de La Tour Maubourg";"boulevard de la tour maubourg";0
"3747";"square de La Tour Maubourg";"square de la tour maubourg";0
