"";"value";"lower";"count"
"3748";"rue de La Trémoille";"rue de la trémoille";0
"3749";"rue La Vacquerie";"rue la vacquerie";0
"3750";"rue La Vieuville";"rue la vieuville";0
"3751";"rue La Vrillière";"rue la vrillière";0
"3752";"rue Labat";"rue labat";0
"3753";"rue Labie";"rue labie";0
"3754";"rue Labois Rouillon";"rue labois rouillon";0
"3755";"rue de Laborde";"rue de laborde";0
"3756";"impasse du Labrador";"impasse du labrador";0
"3757";"rue Labrouste";"rue labrouste";0
"3758";"cité du Labyrinthe";"cité du labyrinthe";0
"3759";"route du Lac de Saint Mandé";"route du lac de saint mandé";0
"3760";"rue Lacaille";"rue lacaille";0
"3761";"rue Lacaze";"rue lacaze";0
"3762";"rue Lacépède";"rue lacépède";0
"3763";"rue Lacharrière";"rue lacharrière";0
"3764";"rue Lachelier";"rue lachelier";0
"3765";"rue Lacordaire";"rue lacordaire";0
"3766";"rue Lacretelle";"rue lacretelle";0
"3767";"rue Lacroix";"rue lacroix";0
"3768";"route des Lacs";"route des lacs";0
"3769";"route des Lacs À Bagatelle";"route des lacs à bagatelle";0
"3770";"chemin des Lacs À La Porte Dauphine";"chemin des lacs à la porte dauphine";0
"3771";"route des Lacs À Madrid";"route des lacs à madrid";0
"3772";"route des Lacs À Passy";"route des lacs à passy";0
"3773";"rue Lacuée";"rue lacuée";0
"3774";"rue Laferrière";"rue laferrière";0
"3775";"rue Laffitte";"rue laffitte";0
"3776";"square Lagarde";"square lagarde";0
"3777";"rue Lagarde";"rue lagarde";0
"3778";"rue de Laghouat";"rue de laghouat";0
"3779";"rue Lagille";"rue lagille";0
"3780";"passage de Lagny";"passage de lagny";0
"3781";"rue Lagrange";"rue lagrange";0
"3782";"rue Lahire";"rue lahire";0
"3783";"rue Lakanal";"rue lakanal";0
"3784";"rue Lalande";"rue lalande";0
"3785";"rue Lallier";"rue lallier";0
"3786";"rue Lally Tollendal";"rue lally tollendal";0
"3787";"rue Lalo";"rue lalo";0
"3788";"rue Lamandé";"rue lamandé";0
"3789";"rue Lamarck";"rue lamarck";0
"3790";"square Lamarck";"square lamarck";0
"3791";"rue Lamartine";"rue lamartine";0
"3792";"square Lamartine";"square lamartine";0
"3793";"avenue de Lamballe";"avenue de lamballe";0
"3794";"rue Lambert";"rue lambert";0
"3795";"rue Lamblardie";"rue lamblardie";0
"3796";"rue Lamennais";"rue lamennais";0
"3797";"impasse Lamier";"impasse lamier";0
"3798";"avenue Lamoricière";"avenue lamoricière";0
"3799";"rue de la Lancette";"rue de la lancette";0
"3800";"rue Lancret";"rue lancret";0
"3801";"passage Landrieu";"passage landrieu";0
"3802";"rue de Langeac";"rue de langeac";0
"3803";"rue de Lanneau";"rue de lanneau";0
"3804";"boulevard Lannes";"boulevard lannes";0
"3805";"rue Lantiez";"rue lantiez";0
"3806";"villa Lantiez";"villa lantiez";0
"3807";"square du Laonnais";"square du laonnais";0
"3808";"rue du Laos";"rue du laos";0
"3809";"rue Lapeyrère";"rue lapeyrère";0
"3810";"allée des Lapins";"allée des lapins";0
"3811";"rue Laplace";"rue laplace";0
"3812";"rue de Lappe";"rue de lappe";0
"3813";"rue Largillière";"rue largillière";0
"3814";"rue Larochelle";"rue larochelle";0
"3815";"rue Laromiguière";"rue laromiguière";0
"3816";"rue Larrey";"rue larrey";0
"3817";"rue Larribe";"rue larribe";0
"3818";"rue Las Cases";"rue las cases";0
"3819";"rue Lasson";"rue lasson";0
"3820";"rue Lassus";"rue lassus";0
"3821";"rue de Lasteyrie";"rue de lasteyrie";0
"3822";"passage Lathuille";"passage lathuille";0
"3823";"rue de Latran";"rue de latran";0
"3824";"rue Laugier";"rue laugier";0
"3825";"villa Laugier";"villa laugier";0
"3826";"avenue de Laumière";"avenue de laumière";0
"3827";"rue Laure Surville";"rue laure surville";0
"3828";"rue Laurence Savart";"rue laurence savart";0
"3829";"rue Laurent Pichat";"rue laurent pichat";0
"3830";"rue Lauriston";"rue lauriston";0
"3831";"terrasse Lautréamont";"terrasse lautréamont";0
"3832";"rue Lauzin";"rue lauzin";0
"3833";"rue des Lavandières Sainte Opportune";"rue des lavandières sainte opportune";0
"3834";"villa du Lavoir";"villa du lavoir";0
"3835";"rue Lavoisier";"rue lavoisier";0
"3836";"rue Le Brix Et Mesmin";"rue le brix et mesmin";0
"3837";"rue Le Brun";"rue le brun";0
"3838";"rue Le Bua";"rue le bua";0
"3839";"rue Le Chatelier";"rue le chatelier";0
"3840";"place Le Corbusier";"place le corbusier";0
"3841";"rue Le Dantec";"rue le dantec";0
"3842";"rue Le Goff";"rue le goff";0
"3843";"allée Le Gramat";"allée le gramat";0
"3844";"rue Le Marois";"rue le marois";0
"3845";"rue Le Nôtre";"rue le nôtre";0
"3846";"rue Le Peletier";"rue le peletier";0
"3847";"rue Le Regrattier";"rue le regrattier";0
"3848";"rue Le Sueur";"rue le sueur";0
"3849";"rue Le Tasse";"rue le tasse";0
"3850";"rue Le Vau";"rue le vau";0
"3851";"rue Le Verrier";"rue le verrier";0
"3852";"impasse Léa Blain";"impasse léa blain";0
"3853";"villa Léandre";"villa léandre";0
"3854";"rue Leblanc";"rue leblanc";0
"3855";"rue Lebon";"rue lebon";0
"3856";"impasse Lebouis";"impasse lebouis";0
"3857";"rue Lebouis";"rue lebouis";0
"3858";"rue Lebouteux";"rue lebouteux";0
"3859";"rue Lechapelais";"rue lechapelais";0
"3860";"rue Léchevin";"rue léchevin";0
"3861";"cité Leclaire";"cité leclaire";0
"3862";"rue Leclerc";"rue leclerc";0
"3863";"rue Lécluse";"rue lécluse";0
"3864";"rue Lecomte";"rue lecomte";0
"3865";"rue Lecomte Du Noüy";"rue lecomte du noüy";0
"3866";"rue Leconte de Lisle";"rue leconte de lisle";0
"3867";"villa Leconte De Lisle";"villa leconte de lisle";0
"3868";"villa Lecourbe";"villa lecourbe";0
"3869";"rue Lecuirot";"rue lecuirot";0
"3870";"rue Lécuyer";"rue lécuyer";0
"3871";"rue Ledion";"rue ledion";0
"3872";"rue Lefebvre";"rue lefebvre";0
"3873";"passage Legendre";"passage legendre";0
"3874";"impasse Léger";"impasse léger";0
"3875";"rue de la Légion d'Honneur";"rue de la légion d'honneur";0
"3876";"rue Legouvé";"rue legouvé";0
"3877";"rue Legrand";"rue legrand";0
"3878";"rue Legraverend";"rue legraverend";0
"3879";"square Leibniz";"square leibniz";0
"3880";"rue Leibniz";"rue leibniz";0
"3881";"rue Lekain";"rue lekain";0
"3882";"rue Lemaignan";"rue lemaignan";0
"3883";"rue du Léman";"rue du léman";0
"3884";"cité Lemercier";"cité lemercier";0
"3885";"rue Lemercier";"rue lemercier";0
"3886";"route Lemoine";"route lemoine";0
"3887";"passage Lemoine";"passage lemoine";0
"3888";"rue Lemon";"rue lemon";0
"3889";"rue Leneveux";"rue leneveux";0
"3890";"rue Lentonnet";"rue lentonnet";0
"3891";"rue Léo Delibes";"rue léo delibes";0
"3892";"esplanade Léo Hamon";"esplanade léo hamon";0
"3893";"passage Léon";"passage léon";0
"3894";"avenue Léon Bollée";"avenue léon bollée";0
"3895";"rue Léon Bonnat";"rue léon bonnat";0
"3896";"allée Léon Bourgeois";"allée léon bourgeois";0
"3897";"rue Léon Cladel";"rue léon cladel";0
"3898";"rue Léon Cogniet";"rue léon cogniet";0
"3899";"rue Léon Cosnard";"rue léon cosnard";0
"3900";"rue Léon Delagrange";"rue léon delagrange";0
"3901";"rue Léon Delhomme";"rue léon delhomme";0
"3902";"place Léon Deubel";"place léon deubel";0
"3903";"rue Léon Dierx";"rue léon dierx";0
"3904";"rue Léon Droux";"rue léon droux";0
"3905";"rue Léon Frapié";"rue léon frapié";0
"3906";"rue Léon Frot";"rue léon frot";0
"3907";"avenue Léon Gaumont";"avenue léon gaumont";0
"3908";"rue Léon Giraud";"rue léon giraud";0
"3909";"square Léon Guillot";"square léon guillot";0
"3910";"avenue Léon Heuzey";"avenue léon heuzey";0
"3911";"rue Léon Jost";"rue léon jost";0
"3912";"rue Léon Jouhaux";"rue léon jouhaux";0
"3913";"rue Léon Lhermitte";"rue léon lhermitte";0
"3914";"rue Léon Schwartzenberg";"rue léon schwartzenberg";0
"3915";"rue Léon Séché";"rue léon séché";0
"3916";"rue Léon Vaudoyer";"rue léon vaudoyer";0
"3917";"rue Léon Maurice Nordmann";"rue léon maurice nordmann";0
"3918";"place Léon Paul Fargue";"place léon paul fargue";0
"3919";"place Léonard Bernstein";"place léonard bernstein";0
"3920";"rue Léonard de Vinci";"rue léonard de vinci";0
"3921";"rue Léonce Reynaud";"rue léonce reynaud";0
"3922";"villa Léone";"villa léone";0
"3923";"rue Léonidas";"rue léonidas";0
"3924";"voie Léonie Kastner";"voie léonie kastner";0
"3925";"rue Léontine";"rue léontine";0
"3926";"rue Léopold Bellan";"rue léopold bellan";0
"3927";"avenue Léopold II";"avenue léopold ii";0
"3928";"rue Léopold Robert";"rue léopold robert";0
"3929";"passerelle Léopold Sédar Senghor";"passerelle léopold sédar senghor";0
"3930";"cité Lepage";"cité lepage";0
"3931";"passage Lepic";"passage lepic";0
"3932";"rue Lepic";"rue lepic";0
"3933";"rue Leredde";"rue leredde";0
"3934";"rue Leriche";"rue leriche";0
"3935";"rue Leroi Gourhan";"rue leroi gourhan";0
"3936";"rue Leroux";"rue leroux";0
"3937";"cité Leroy";"cité leroy";0
"3938";"rue Leroy Dupré";"rue leroy dupré";0
"3939";"square Leroy Beaulieu";"square leroy beaulieu";0
"3940";"Les Portiques D'Orléans";"les portiques d'orléans";0
"3941";"rue Lesage";"rue lesage";0
"3942";"cour Lesage";"cour lesage";0
"3943";"porte Lescot";"porte lescot";0
"3944";"rue de Lesdiguières";"rue de lesdiguières";0
"3945";"rue Lespagnol";"rue lespagnol";0
"3946";"rue de Lesseps";"rue de lesseps";0
"3947";"villa Letellier";"villa letellier";0
"3948";"rue Letellier";"rue letellier";0
"3949";"rue Letort";"rue letort";0
"3950";"impasse Letort";"impasse letort";0
"3951";"rue Leuck Mathieu";"rue leuck mathieu";0
"3952";"cour du Levant";"cour du levant";0
"3953";"rue Levert";"rue levert";0
"3954";"impasse de Lévis";"impasse de lévis";0
"3955";"rue de Lévis";"rue de lévis";0
"3956";"place de Lévis";"place de lévis";0
"3957";"rue Lheureux";"rue lheureux";0
"3958";"passage Lhomme";"passage lhomme";0
"3959";"rue Lhomond";"rue lhomond";0
"3960";"rue Lhuillier";"rue lhuillier";0
"3961";"rue Liancourt";"rue liancourt";0
"3962";"rue Liard";"rue liard";0
"3963";"rue du Liban";"rue du liban";0
"3964";"rue de la Liberté";"rue de la liberté";0
"3965";"rue de Libourne";"rue de libourne";0
"3966";"cour du Liégat";"cour du liégat";0
"3967";"rue de Liège";"rue de liège";0
"3968";"sentier de la Lieutenance";"sentier de la lieutenance";0
"3969";"rue du Lieutenant Chauré";"rue du lieutenant chauré";0
"3970";"place du Lieutenant Henri Karcher";"place du lieutenant henri karcher";0
"3971";"rue du Lieutenant Lapeyre";"rue du lieutenant lapeyre";0
"3972";"place du Lieutenant Stéphane Piobetta";"place du lieutenant stéphane piobetta";0
"3973";"rue du Lieutenant Colonel Dax";"rue du lieutenant colonel dax";0
"3974";"rue du Lieutenant Colonel Deport";"rue du lieutenant colonel deport";0
"3975";"rue du Lieuvin";"rue du lieuvin";0
"3976";"rue Ligner";"rue ligner";0
"3977";"villa des Lilas";"villa des lilas";0
"3978";"rue des Lilas";"rue des lilas";0
"3979";"place Lili Boulanger";"place lili boulanger";0
"3980";"rue de Lille";"rue de lille";0
"3981";"square de la Limagne";"square de la limagne";0
"3982";"square du Limousin";"square du limousin";0
"3983";"rue Lincoln";"rue lincoln";0
"3984";"passage des Lingères";"passage des lingères";0
"3985";"rue de la Lingerie";"rue de la lingerie";0
"3986";"rue Linné";"rue linné";0
"3987";"place Lino Ventura";"place lino ventura";0
"3988";"rue des Lions Saint Paul";"rue des lions saint paul";0
"3989";"rue Lippmann";"rue lippmann";0
"3990";"passage Lisa";"passage lisa";0
"3991";"rue de Lisbonne";"rue de lisbonne";0
"3992";"rue des Liserons";"rue des liserons";0
"3993";"rue Lisfranc";"rue lisfranc";0
"3994";"rue Littré";"rue littré";0
"3995";"rue Livingstone";"rue livingstone";0
"3996";"rue Lobineau";"rue lobineau";0
"3997";"rue de Logelbach";"rue de logelbach";0
"3998";"impasse de la loi";"impasse de la loi";0
"3999";"rue du Loing";"rue du loing";0
"4000";"rue du Loiret";"rue du loiret";0
"4001";"rue des Lombards";"rue des lombards";0
"4002";"cité de Londres";"cité de londres";0
"4003";"rue de Longchamp";"rue de longchamp";0
"4004";"allée de Longchamp";"allée de longchamp";0
"4005";"villa de Longchamp";"villa de longchamp";0
"4006";"carrefour de Longchamp";"carrefour de longchamp";0
"4007";"route de Longchamp au Bout des Lacs";"route de longchamp au bout des lacs";0
"4008";"route de la Longue Queue";"route de la longue queue";0
"4009";"rue des Longues Raies";"rue des longues raies";0
"4010";"rue Lord Byron";"rue lord byron";0
"4011";"villa de Lorraine";"villa de lorraine";0
"4012";"rue de Lorraine";"rue de lorraine";0
"4013";"quai du Lot";"quai du lot";0
"4014";"rue de Lota";"rue de lota";0
"4015";"allée Louis Aragon";"allée louis aragon";0
"4016";"rue Louis Armand";"rue louis armand";0
"4017";"place Louis Armand";"place louis armand";0
"4018";"place Louis Armstrong";"place louis armstrong";0
"4019";"avenue Louis Barthou";"avenue louis barthou";0
"4020";"place Louis Bernier";"place louis bernier";0
"4021";"quai Louis Blériot";"quai louis blériot";0
"4022";"rue Louis Boilly";"rue louis boilly";0
"4023";"rue Louis Bonnet";"rue louis bonnet";0
"4024";"rue Louis Braille";"rue louis braille";0
"4025";"rue Louis Codet";"rue louis codet";0
"4026";"rue Louis David";"rue louis david";0
"4027";"rue Louis Delaporte";"rue louis delaporte";0
"4028";"rue Louis Delgrès";"rue louis delgrès";0
"4029";"rue Louis Ganne";"rue louis ganne";0
"4030";"square Louis Gentil";"square louis gentil";0
"4031";"rue Louis Le Grand";"rue louis le grand";0
"4032";"place Louis Lépine";"place louis lépine";0
"4033";"rue Louis Loucheur";"rue louis loucheur";0
"4034";"place Louis Marin";"place louis marin";0
"4035";"rue Louis Morard";"rue louis morard";0
"4036";"rue Louis Murat";"rue louis murat";0
"4037";"rue Louis Pasteur Valléry Radot";"rue louis pasteur valléry radot";0
"4038";"rue Louis Pergaud";"rue louis pergaud";0
"4039";"impasse Louis Robert";"impasse louis robert";0
"4040";"rue Louis Thuillier";"rue louis thuillier";0
"4041";"rue Louis Vicat";"rue louis vicat";0
"4042";"rue Louis Vierne";"rue louis vierne";0
"4043";"rue Louis Nicolas Clérambault";"rue louis nicolas clérambault";0
"4044";"passage Louis Philippe";"passage louis philippe";0
"4045";"pont Louis Philippe";"pont louis philippe";0
"4046";"square Louise Et Tony";"square louise et tony";0
"4047";"allée Louise Labé";"allée louise labé";0
"4048";"rue Louise Thuliez";"rue louise thuliez";0
"4049";"rue Louise Weiss";"rue louise weiss";0
"4050";"rue de la Louisiane";"rue de la louisiane";0
"4051";"place Loulou Gasté";"place loulou gasté";0
"4052";"villa de Lourcine";"villa de lourcine";0
"4053";"rue de Lourmel";"rue de lourmel";0
"4054";"villa Louvat";"villa louvat";0
"4055";"impasse Louvat";"impasse louvat";0
"4056";"rue de Louvois";"rue de louvois";0
"4057";"porte du Louvre";"porte du louvre";0
"4058";"port du Louvre";"port du louvre";0
"4059";"avenue de Lowendal";"avenue de lowendal";0
"4060";"square Lowendal";"square lowendal";0
"4061";"rue de Lubeck";"rue de lubeck";0
"4062";"rue Lucien Bossoutrot";"rue lucien bossoutrot";0
"4063";"avenue Lucien Descaves";"avenue lucien descaves";0
"4064";"rue Lucien Et Sacha Guitry";"rue lucien et sacha guitry";0
"4065";"rue Lucien Gaulard";"rue lucien gaulard";0
"4066";"place Lucien Herr";"place lucien herr";0
"4067";"rue Lucien Lambeau";"rue lucien lambeau";0
"4068";"rue Lucien Leuwen";"rue lucien leuwen";0
"4069";"rue Lucien Sampaix";"rue lucien sampaix";0
"4070";"rue Lulli";"rue lulli";0
"4071";"rue du Lunain";"rue du lunain";0
"4072";"rue de la Lune";"rue de la lune";0
"4073";"rue de Lunéville";"rue de lunéville";0
"4074";"rue de Lutèce";"rue de lutèce";0
"4075";"rue de Luynes";"rue de luynes";0
"4076";"square de Luynes";"square de luynes";0
"4077";"rue des Lyanes";"rue des lyanes";0
"4078";"villa des Lyanes";"villa des lyanes";0
"4079";"rue Lyautey";"rue lyautey";0
"4080";"rue des Lyonnais";"rue des lyonnais";0
"4081";"voie M/12";"voie m/12";0
"4082";"voie M/16";"voie m/16";0
"4083";"voie M/18";"voie m/18";0
"4084";"voie M/19";"voie m/19";0
"4085";"rue Mabillon";"rue mabillon";0
"4086";"avenue Mac Mahon";"avenue mac mahon";0
"4087";"boulevard Macdonald";"boulevard macdonald";0
"4088";"rue des Mâconnais";"rue des mâconnais";0
"4089";"rue de Madagascar";"rue de madagascar";0
"4090";"rue Madame";"rue madame";0
"4091";"passage de la Madeleine";"passage de la madeleine";0
"4092";"galerie de la Madeleine";"galerie de la madeleine";0
"4093";"rue Madeleine Marzin";"rue madeleine marzin";0
"4094";"place Madeleine Renaud et Jean Louis Barrault";"place madeleine renaud et jean louis barrault";0
"4095";"rue Mademoiselle";"rue mademoiselle";0
"4096";"rue de la Madone";"rue de la madone";0
"4097";"porte de Madrid";"porte de madrid";0
"4098";"allée de Madrid À Neuilly";"allée de madrid à neuilly";0
"4099";"place des Magasins de l'Opéra Comique";"place des magasins de l'opéra comique";0
"4100";"rue de Magdebourg";"rue de magdebourg";0
"4101";"rue Magellan";"rue magellan";0
"4102";"rue Magendie";"rue magendie";0
"4103";"cité de Magenta";"cité de magenta";0
"4104";"avenue du Mahatma Gandhi";"avenue du mahatma gandhi";0
"4105";"passage Maigrot Delaunay";"passage maigrot delaunay";0
"4106";"rue du Mail";"rue du mail";0
"4107";"rue Maillard";"rue maillard";0
"4108";"boulevard Maillot";"boulevard maillot";0
"4109";"rue de la Main D'Or";"rue de la main d'or";0
"4110";"passage de la Main d'Or";"passage de la main d'or";0
"4111";"rue du Maine";"rue du maine";0
"4112";"allée Maintenon";"allée maintenon";0
"4113";"rue au Maire";"rue au maire";0
"4114";"cité de la Mairie";"cité de la mairie";0
"4115";"rue de la Maison Blanche";"rue de la maison blanche";0
"4116";"cour de la Maison Brulée";"cour de la maison brulée";0
"4117";"rue Maison Dieu";"rue maison dieu";0
"4118";"rue Maître Albert";"rue maître albert";0
"4119";"avenue de Malakoff";"avenue de malakoff";0
"4120";"impasse de Malakoff";"impasse de malakoff";0
"4121";"villa Malakoff";"villa malakoff";0
"4122";"quai Malaquais";"quai malaquais";0
"4123";"rue Malar";"rue malar";0
"4124";"rue Malassis";"rue malassis";0
"4125";"rue Malebranche";"rue malebranche";0
"4126";"cité Malesherbes";"cité malesherbes";0
"4127";"rue Maleville";"rue maleville";0
"4128";"rue Malher";"rue malher";0
"4129";"square Malherbe";"square malherbe";0
"4130";"villa Mallebay";"villa mallebay";0
"4131";"rue Mallet Stevens";"rue mallet stevens";0
"4132";"rue des Malmaisons";"rue des malmaisons";0
"4133";"rue de Malte";"rue de malte";0
"4134";"rue Malte Brun";"rue malte brun";0
"4135";"rue Malus";"rue malus";0
"4136";"rue Mandar";"rue mandar";0
"4137";"villa Manin";"villa manin";0
"4138";"rue Mansart";"rue mansart";0
"4139";"rue Manuel";"rue manuel";0
